X [m],Y [m],Z [m],Roll [deg],Pitch [deg],Yaw [deg],MoveGroup,Frame
-0.23972873600823008,-0.3503938398036711,-0.01947470001910312,1.5441982122014997,-4.176270364101473,46.196244414581145,right_ur5,right_ur5_ee_link
