X [m],Y [m],Z [m],Roll [deg],Pitch [deg],Yaw [deg],MoveGroup,Frame
0.0008392966518914191,0.0016708876991637645,-0.0002015222960761731,-59.78889206077161,-0.24234418099095045,0.6110920125282329,right_ur5,right_ur5_ee_link
