X [m],Y [m],Z [m],Roll [deg],Pitch [deg],Yaw [deg],MoveGroup,Frame
0.28772945830137575,0.03624111638753136,-0.009865357899525362,0.8379531880562453,2.2406199761760113,-7.6329789230897696,right_ur5,right_ur5_ee_link
