X [m],Y [m],Z [m],Roll [deg],Pitch [deg],Yaw [deg],MoveGroup,Frame
0.21378823627733468,-0.12924838629192245,-0.15740085254813652,-28.879812119264006,6.390354104440739,-44.249920954612534,manipulator,ee_link
