Time,x_dot [EE frame],y_dot [EE frame],z_dot [EE frame],roll_dot [EE frame],pitch_dot [EE frame],yaw_dot [EE frame]
0.0,-0.0049778880014292037,0.0019586467247867637,-0.0019784642831024352,-0.0065818835174840731,0.00088281656647100262,0.010890782845040997
0.008003918937825422,-0.0049288751915890789,0.0019324638294211315,-0.0019520167281887302,-0.0065592438056773098,0.00090209617468279938,0.01081837688189813
0.016007837875650844,-0.0048800942336893142,0.001906462382171443,-0.0019257478250577006,-0.0065365971134965332,0.00092120805364001167,0.010746218066705625
0.024011756813476268,-0.0048315445340912254,0.0018806419465009431,-0.0018996570161529652,-0.0065139436586255138,0.00094015269329491224,0.010674306004673659
0.032015675751301688,-0.004783225499976858,0.0018550020864001051,-0.0018737437447746204,-0.0064912836582531183,0.00095893058288394194,0.010602640301309675
0.040019594689127108,-0.0047351365393485225,0.0018295423663863633,-0.0018480074550786963,-0.0064686173290737312,0.00097754221092816412,0.010531220562418361
0.048023513626952535,-0.004687277061028285,0.0018042623515038335,-0.0018224475920766078,-0.0064459448872876126,0.00099598806523370316,0.01046004639410157
0.056027432564777956,-0.0046396464746574703,0.0017791616073230404,-0.0017970636016346056,-0.0064232665486012872,0.0010142686328921972,0.010389117402758241
0.064031351502603376,-0.0045922441906961894,0.0017542396999406476,-0.0017718549304732382,-0.0064005825282279502,0.0010323844002812434,0.010318433195084372
0.072035270440428803,-0.0045450696204228248,0.0017294961959791763,-0.0017468210261667935,-0.0063778930408878226,0.0010503358530648422,0.010247993378072895
0.080039189378254216,-0.0044981221759335492,0.001704930662586736,-0.0017219613371427605,-0.0063551983008085606,0.0010681234761938496,0.010177797559013666
0.088043108316079643,-0.0044514012701418245,0.0016805426674367501,-0.0016972753126812798,-0.0063324985217256312,0.0010857477539064188,0.010107845345493355
0.096047027253905071,-0.0044049063167779122,0.001656331778727677,-0.0016727624029145938,-0.006309793916882675,0.0011032091697284448,0.010038136345395392
0.10405094619173048,-0.0043586367303883869,0.0016322975651827457,-0.0016484220588265075,-0.0062870846990319505,0.0011205082064740242,0.0099686701668999372
0.11205486512955591,-0.0043125919263356334,0.0016084395960496711,-0.001624253732251834,-0.0062643710804346584,0.0011376453462458868,0.0098994464184837521
0.12005878406738132,-0.0042667713207973478,0.0015847574411003845,-0.0016002568758758497,-0.0062416532728613418,0.0011546210704358479,0.0098304647089201679
0.12806270300520675,-0.0042211743307660685,0.001561250670630762,-0.0015764309432337532,-0.0062189314875923047,0.0011714358597252606,0.0097617246472790319
0.13606662194303218,-0.0041758003740486552,0.0015379188554603457,-0.001552775388710109,-0.0061962059354179521,0.0011880901940854532,0.0096932258429265981
0.14407054088085761,-0.0041306488692658171,0.0015147615669320721,-0.0015292896675383097,-0.0061734768266392083,0.0012045845527781846,0.0096249679055255156
0.15207445981868301,-0.0040857192358516028,0.001491778376911998,-0.001505973235800023,-0.0061507443710678827,0.0012209194143560855,0.0095569504450347086
0.16007837875650843,-0.0040410108940529153,0.0014689688577890234,-0.0014828255504246472,-0.0061280087780270559,0.001237095256663106,0.0094891730717093347
0.16808229769433386,-0.0039965232649290233,0.0014463325824746228,-0.0014598460691887657,-0.0061052702563514794,0.0012531125568349651,0.0094216353961007349
0.17608621663215929,-0.0039522557703510564,0.001423869124402565,-0.0014370342507155965,-0.0060825290143879454,0.0012689717912995951,0.0093543370290563258
