Time,X_dot,Y_dot,Z_dot,Roll_dot,Pitch_dot,Yaw_dot
0.010167122,0,0,0,0,0,0
0.020381212,0,0,0,0,0,0
0.030767202,0,0,0,0,0,0
0.041019201,0,0,0,0,0,0
0.051230192,0,0,0,0,0,0
0.073963165,7.678775857530152e-09,-0.00013796919350839355,7.693137386326794e-05,0.1820084081232227,-0.000994432006339742,-0.0017560493822125901
0.257338047,-3.299033874159336e-05,1.4181978213471395e-05,-5.299000408623521e-06,0.203972374189392,-0.001199483695497704,-0.0012644955614530989
0.457933188,-2.6753310599739805e-09,3.923731699448921e-05,-2.6189838716677902e-05,0.20287687266993598,-0.0007458107439105962,-0.0005021669226788442
0.65942812,2.417032798214432e-05,-8.446180231150168e-05,6.429073612973242e-05,0.2020346365398338,-0.0014906569879447084,-0.0014987719485812085
0.859152079,-2.4300149275017966e-05,8.745807499406631e-05,-7.228790748918122e-05,0.20284889644332796,-0.0006378741517603869,-0.00028158067430231936
1.060809135,2.4171095450434262e-05,-8.929891439223235e-05,7.955514138692495e-05,0.20241203271995462,-0.0017090366100456823,-0.0015090815613688754
1.260372162,4.444793959221758e-09,4.473320757585409e-05,-4.1416472474537966e-05,0.20384915372771278,-0.0007287074597134472,-0.00023901871435746676
1.461808205,5.936932641186277e-06,-4.285485974540124e-05,3.592745718517628e-05,0.20195005435340255,-0.0016874957603009299,-0.0013198524020405036
1.663021088,-5.945134463675608e-06,3.704636515062786e-05,-3.251196170080472e-05,0.2026455368616919,-0.0008203019724135602,-0.00020960949603284808
1.8631761070000001,-4.397040068934779e-09,-3.506329224596304e-05,4.143040850935702e-05,0.20394496608753732,-0.0018065252850923488,-0.0010709739014318996
2.055834055,3.6404808862837487e-09,3.460854606755503e-05,-4.424405762379743e-05,0.21084124672852167,-0.0008444116512434838,-0.0001765932035480653
2.255816221,-3.4985787833894723e-09,-3.160024325008216e-05,4.3766678806674e-05,0.20275850104930412,-0.001870354203505357,-0.0009260182057028358
2.455511093,-2.4156922467761215e-05,4.142254079575986e-05,-6.748975989732587e-05,0.19471057914124704,-0.0009522052026793961,-0.00024363141133147454
2.656780005,3.000157579550137e-05,-2.3089002568314443e-05,3.323097426654986e-05,0.20225287453793664,-0.0013122119090707902,-0.000450056204407905
2.85750103,-2.9959668432669718e-05,1.529548328621757e-05,-2.2297225474745655e-05,0.20112189463888283,-0.0015905997176677948,-0.00042216094503924265
3.057363033,1.072537496423879e-11,9.053287273269364e-06,-1.802270819378375e-05,0.20971317393494507,-0.0012932835957109468,-0.00023416196652010303
3.258893013,2.4098943376200158e-05,-2.732053148480384e-05,6.690809424843407e-05,0.19298061598988092,-0.001550117148565368,-0.0003545052880600814
3.460469008,5.9348256533293214e-06,7.187716236798761e-06,-3.157920104924399e-05,0.20309349551853018,-0.0011071538988645356,-0.00014147601744769268
3.66012907,-5.94781167168622e-06,-1.315235514206547e-06,1.9185406860563635e-05,0.2024686793927466,-0.0016063381955249134,-0.0001445481100608782
3.861093044,5.938139120138725e-06,-1.3912064754368257e-06,-1.2753671329592771e-05,0.2027179266299488,-0.001342593072419782,-0.00013054869138413318
4.062283039,-5.949457934059714e-06,1.2844322071230887e-07,1.9236729805149703e-05,0.2030142721647161,-0.0016191584164492864,-2.7010509995962332e-05
4.262778044,-5.4729361388482034e-11,-1.5210669153778983e-06,6.582474923835005e-06,0.2110695025911287,-0.0016421569738142348,1.7705016451814088e-07
4.4640131,0.0,0.0,0.0,0.19490008961481078,-0.0013271544172575767,8.765879380014915e-05
4.664721012,8.25505859268764e-10,5.139568146545052e-06,-3.3575121870218144e-05,0.20008309840754168,-0.000984106584936704,0.00019665446046780223
4.854865074,5.741951573838736e-11,9.661794503014573e-07,-7.021695005948466e-06,0.03413330284671514,4.6585167604318305e-05,1.667554112556195e-05
5.056577206,2.667977154910276e-09,-6.416882823268134e-06,4.660664179090469e-05,-0.00040832635687142074,-0.0005663107192095135,-7.792331186255997e-05
5.257003069,1.9688015281438903e-09,5.524522354202796e-06,-4.012531341204455e-05,-1.190496830084309e-08,0.00048755056956731443,6.712841126440389e-05
5.457452059,-2.4197253761267413e-05,9.605532336426888e-07,-2.5419764866078922e-05,1.1867446510539932e-05,-0.00028548524590243853,-4.938877385619862e-05
5.658833027,2.4173991583308305e-05,-2.7981492501308607e-06,3.874825303658938e-05,-1.1861094213096809e-05,0.00012298145677446597,2.7005723519317077e-05
5.85928607,-3.834797504802021e-10,9.223267142895123e-07,-6.698977051201028e-06,-3.3137015592723533e-10,8.139708140252176e-05,1.1206935333078737e-05
6.059950113,5.935367999407324e-06,-8.114286513197899e-06,2.108382453425868e-05,-5.278255713855305e-05,-0.0003163094265396291,-0.00010687544258052775
6.259335995,-5.944546263020185e-06,1.0889889308249578e-05,-4.119043985352128e-05,5.283026937030724e-05,0.0005607047529232808,0.00014061514165481117
6.460990191,1.3029618051544513e-09,-5.484567117149912e-06,3.9832038406196606e-05,-5.758642785463881e-09,-0.0004839847000938081,-6.663939479651816e-05
6.66122818,5.942247047163138e-06,-7.527787597404146e-07,-3.240497736047092e-05,-5.280691149453529e-05,0.0003335838245155336,-1.743178593608251e-05
6.861216068,-5.929576243197872e-06,8.10029631199186e-06,-2.1045637394827778e-05,5.2682787572072555e-05,0.00031574970627539547,0.00010668614380106222
7.062525034,4.897060891932466e-10,-2.74822016979586e-06,1.9960675070971503e-05,-2.960373913862645e-09,-0.00024253524436435706,-3.33922706395767e-05
7.265367031,5.495981155144494e-10,-9.192479560917535e-07,6.676731612539706e-06,-1.6826133544691723e-10,-8.112671818600006e-05,-1.1169427843646932e-05
7.456369162,-2.540248621982626e-05,5.838532932354308e-06,-6.176795705870211e-05,1.2463723683006283e-05,0.00012649611927671866,6.831078296666187e-06
7.656926155,2.4241294721430658e-05,-1.2949801731007582e-05,0.0001125384140507921,-1.1928581036193268e-05,-0.0007717276643957639,-9.614433816218526e-05
7.857030153,5.934895852536545e-06,-3.5102874964596607e-06,-1.2328229027421763e-05,-5.273939867560595e-05,8.971040270476963e-05,-5.093311434237176e-05
8.057282209,0.0,0.0,0.0,-4.6520789613654825e-17,-9.000966588115394e-17,-9.705455954782711e-17
8.25921011,-3.0051630805947385e-05,1.8227215202907178e-05,-0.00011303719157296368,6.444457008820522e-05,0.0008405626874076457,0.0001688275860442977
8.459212065,2.4296380022587575e-05,-1.3893203128350012e-05,0.00011941102861444737,-1.1941043024149974e-05,-0.0008543814962161744,-0.00010751545911616425
8.660382032,-2.4131355499522997e-05,1.288216872239225e-05,-0.00011194353876018932,1.1796310659349015e-05,0.000767677864462125,9.565642997729404e-05
8.860525131,3.0246763065286655e-05,-1.6500029687449372e-05,0.00010036634509348865,-6.492291888885728e-05,-0.0006830608925538067,-0.00014748137733442782
9.060842991,-3.016585205253783e-05,1.645477567643387e-05,-0.00010008912406561176,6.470196555117706e-05,0.0006811837518510242,0.00014708711242275766
9.260251045,2.4185142147733386e-05,-1.0157983494613814e-05,9.221682835424067e-05,-1.1881752831529396e-05,-0.0005262959760326018,-6.237891355407231e-05
9.46237421,1.9543254200553393e-09,5.483901936887433e-06,-3.983028211876526e-05,-1.1817485110370678e-08,0.00048396573345408283,6.663483263631417e-05
9.662386179,5.942587743416648e-06,-1.2735058813973383e-05,5.4588039273299775e-05,-5.288808684930843e-05,-0.0007234992234204855,-0.0001630283688862549
9.856791019,-6.126415169955394e-06,6.473591538428127e-06,-7.960924869806688e-06,5.4464635596839855e-05,0.00015878501032148796,8.720526432198067e-05
10.056280136,1.9806708613223273e-09,5.557828390846278e-06,-4.036721942523372e-05,-1.1976766288814214e-08,0.0004904898965315309,6.753311236886435e-05
10.256650209,5.940919480155247e-06,-1.1812131725675379e-05,4.788924967637159e-05,-5.2874221639036594e-05,-0.000642097492004601,-0.00015181587155730836
10.457509995,-5.9408434907278875e-06,1.2729370553436942e-05,-5.4563617819390204e-05,5.281438662126391e-05,0.0007231827319102569,0.0001629659663608323
10.657909155,-1.8299745857101594e-05,-6.244700348694702e-06,-1.1047818191543747e-05,-4.099686870799036e-05,-0.0005216206330587593,-0.0001453596455059679
10.85917306,1.8305397373960307e-05,6.246412711325102e-06,1.105089354823306e-05,4.09907812040017e-05,0.0005217805007489615,0.00014540335463068262
11.059294224,-5.894529073076769e-09,-8.315517624748136e-06,6.039771856025909e-05,-2.5412377947295467e-08,-0.0007338699493191773,-0.00010103509317907089
11.259976149,2.267265982454089e-06,-1.2910497515710636e-05,-6.501938507980479e-05,-3.075121379085286e-05,0.0007362098849883754,6.450417220241242e-05
11.46115303,-2.241545300221491e-06,1.372801976526694e-05,5.7897195995849194e-05,3.0471551504303692e-05,-0.0006500651799277032,-5.291609670981324e-05
11.660857201,-4.397766600347012e-09,7.4041085556613275e-06,-5.3776988721875926e-05,-2.1273230351544728e-08,0.0006534284903990823,8.996803703473947e-05
11.860656023,5.955591059923562e-06,-1.2745350297281439e-05,5.46318007158728e-05,-5.29404865293255e-05,-0.0007240916770626599,-0.00016315398390435044
12.063847065,-5.923461914170963e-06,1.3591687941189763e-05,-6.099012860500921e-05,5.258910857214168e-05,0.0008010204557866572,0.00017340314242117086
12.262361049999999,6.003131425787398e-06,-1.3772134514970671e-05,6.17998116484138e-05,-5.335244271085393e-05,-0.0008116486730362923,-0.00017569112828390613
12.524518013,0,0,0,0,0,0
12.53471899,0,0,0,0,0,0
12.544894218,0,0,0,0,0,0
12.555275202,0,0,0,0,0,0
12.565461159,0,0,0,0,0,0
