Time,x_dot [EE frame],y_dot [EE frame],z_dot [EE frame],roll_dot [EE frame],pitch_dot [EE frame],yaw_dot [EE frame]
0.0,0.00010325657189032741,0.00018966488809558487,-0.00046819153135203016,-0.0044234116564683974,0.0011900996300486526,-0.0014003729982093333
0.008003918937825422,8.8091366073383501e-05,0.00014858196680981651,-0.00047050520251953534,-0.0042838390774880978,0.0011840322867249845,-0.0014076832577379472
0.016007837875650844,7.2983785273619516e-05,0.00010766383848690304,-0.00047281386103046648,-0.0041447301976629807,0.0011779704497246173,-0.0014149540492609748
0.024011756813476268,5.7933709254678774e-05,6.6910100139027409e-05,-0.00047511751840450433,-0.0040060839728434435,0.0011719141346902488,-0.0014221854858326257
0.032015675751301688,4.2941017925600133e-05,2.6320349335697416e-05,-0.00047741618614327081,-0.0038678993602419011,0.001165863357220081,-0.0014293776803409684
0.040019594689127108,2.8005591340737804e-05,-1.4105815796592316e-05,-0.00047970987573034277,-0.003730175318432026,0.0011598181328678634,-0.0014365307455080363
0.048023513626952535,1.3127309699680655e-05,-5.4368796574698684e-05,-0.00048199859863126351,-0.0035929108073479532,0.001153778477142922,-0.0014436447938899297
0.056027432564777956,-1.6939466528281837e-06,-9.4468993759168235e-05,-0.00048428236629355511,-0.0034561047882835112,0.0011477444055101994,-0.0014507199378769185
0.064031351502603376,-1.6458297226971955e-05,-0.0001344068075545757,-0.00048656119014673071,-0.0033197562238914441,0.0011417159333902891,-0.0014577562896935434
0.072035270440428803,-3.1165861387940811e-05,-0.00017418263760986198,-0.00048883508160230528,-0.0031838640781826156,0.0011356930761594664,-0.0014647539613987157
0.080039189378254216,-4.581675835601222e-05,-0.00021379688301867284,-0.00049110405205380974,-0.0030484273165252524,0.0011296758491497305,-0.0014717130648858247
0.088043108316079643,-6.0411107206631662e-05,-0.00025324994231969649,-0.000493368112876801,-0.0029134449056441433,0.0011236642676488351,-0.001478633711882834
0.096047027253905071,-7.4949026870493017e-05,-0.00029254221349700243,-0.00049562727542887513,-0.0027789158136198697,0.001117658346900323,-0.0014855160139523858
0.10405094619173048,-8.9430636133619131e-05,-0.00033167409398037986,-0.00049788155104967945,-0.0026448390098880309,0.0011116581021035671,-0.0014923600824919062
0.11205486512955591,-0.00010385605363744258,-0.00037064598064567552,-0.00050013095106092391,-0.0025112134652384497,0.0011056635484137985,-0.0014991660287337002
0.12005878406738132,-0.00011822539787888574,-0.00040945826981513147,-0.00050237548676639304,-0.0023780381518144038,0.0010996747009421452,-0.0015059339637450585
0.12806270300520675,-0.00013253878721044171,-0.0004481113572577252,-0.00050461516945195988,-0.0022453120431118467,0.0010936915747556701,-0.0015126639984283617
0.13606662194303218,-0.00014679633984025469,-0.00048660563818950567,-0.00050685001038559482,-0.0021130341139786167,0.0010877141848773988,-0.0015193562435211747
0.14407054088085761,-0.00016099817383220051,-0.00052494150727393305,-0.00050908002081738078,-0.0019812033406136731,0.0010817425462863633,-0.0015260108095963561
0.15207445981868301,-0.00017514440710596706,-0.0005631193586222164,-0.00051130521197952344,-0.0018498187005663027,0.001075776673917631,-0.001532627807062156
0.16007837875650843,-0.00018923515743713527,-0.00060113958579365251,-0.00051352559508636303,-0.0017188791727353445,0.001069816582662343,-0.001539207346162319
0.16808229769433386,-0.00020327054245725899,-0.00063900258179596325,-0.00051574118133438827,-0.0015883837373684142,0.0010638622873677481,-0.0015457495369761878
0.17608621663215929,-0.00021725067965394588,-0.00067670873908563453,-0.00051795198190224604,-0.0014583313760611158,0.0010579138028372378,-0.0015522544894188022
0.18409013556998471,-0.00023117568637093824,-0.00071425844956825497,-0.00052015800795075632,-0.0013287210717562753,0.0010519711438303858,-0.0015587223132410048
0.19209405450781014,-0.0002450456798081927,-0.00075165210459885237,-0.00052235927062292036,-0.0011995518087431433,0.001046034325062975,-0.0015651531180295387
0.20009797344563554,-0.00025886077702196139,-0.00078889009498223387,-0.00052455578104393602,-0.0010708225726566284,0.0010401033612070392,-0.0015715470132071521
0.20810189238346097,-0.00027262109492487294,-0.00082597281097332464,-0.00052674755032120944,-0.00094253235047651656,0.0010341782668908987,-0.0015779041080327028
0.2161058113212864,-0.00028632675028601138,-0.0008629006422775031,-0.00052893458954436396,-0.00081468013052667912,0.0010282590566991886,-0.0015842245116012516
0.22410973025911182,-0.00029997785973099851,-0.000899673978050943,-0.00053111690978525786,-0.00068726490247431385,0.0010223457451729052,-0.0015905083328441776
0.23211364919693725,-0.0003135745397420733,-0.00093629320690094889,-0.00053329452209798986,-0.00056028565732914239,0.0010164383468094294,-0.001596755680529266
0.24011756813476265,-0.00032711690665817249,-0.00097275871688629436,-0.00053546743751891614,-0.00043374138744265041,0.0010105368760625702,-0.0016029666632608195
0.24812148707258808,-0.00034060507667501216,-0.0010090708955175643,-0.00053763566706666055,-0.00030763108650729064,0.0010046413473425964,-0.0016091413894797587
0.2561254060104135,-0.00035403916584516681,-0.0010452301297574878,-0.00053979922174212606,-0.00018195374955571738,0.00099875177501627293,-0.001615279967463721
0.26412932494823893,-0.00036741929007815042,-0.001081236806021279,-0.00054195811252850772,-5.6708372959996098e-05,0.00099286817340689436,-0.0016213825053271638
