This file saves data from the most recent trajectory.
x_nom_vel,y_nom_vel,z_nom_vel,roll_nom_vel,pitch_nom_vel,yaw_nom_vel,x_compl_vel,y_compl_vel,z_compl_vel,roll_compl_vel,pitch_compl_vel,yaw_compl_vel,Fx,Fy,Fz,Tx,Ty,Tz
-0.012455,-0.001870,0.008062,0.004645,0.029409,0.008980,-0.012455,0.005603,0.010373,0.004645,0.029409,0.010373,-1.231062,35.318515,12.429106,0.053341,-3.936209,9.952128,
-0.012467,-0.001869,0.008071,0.004636,0.029439,0.008986,-0.012467,0.005587,0.010370,0.004636,0.029439,0.010375,-0.981060,35.311637,12.751812,0.084902,-3.854015,9.980163,
-0.012479,-0.001869,0.008081,0.004626,0.029468,0.008992,-0.012479,0.005573,0.010371,0.004626,0.029468,0.010378,-1.048143,35.155394,13.041144,0.036162,-3.803393,10.059546,
-0.012491,-0.001868,0.008091,0.004616,0.029497,0.008997,-0.012491,0.005559,0.010377,0.004616,0.029497,0.010380,-1.074560,34.956705,13.240486,0.058112,-3.758569,10.130831,
-0.012503,-0.001868,0.008100,0.004607,0.029527,0.009003,-0.012503,0.005545,0.010387,0.004607,0.029527,0.010381,-1.299003,34.605351,13.300177,-0.012927,-3.778047,10.217769,
-0.012515,-0.001867,0.008110,0.004597,0.029556,0.009008,-0.012515,0.005530,0.010402,0.004597,0.029556,0.010382,-2.180011,33.655061,13.291030,0.036999,-3.786943,10.393586,
-0.012527,-0.001867,0.008120,0.004587,0.029585,0.009014,-0.012527,0.005511,0.010418,0.004587,0.029585,0.010382,-2.723765,32.986019,13.192991,0.063528,-3.822942,10.533947,
-0.012539,-0.001866,0.008129,0.004577,0.029615,0.009019,-0.012539,0.005487,0.010437,0.004577,0.029615,0.010383,-3.484813,32.071007,13.088051,-0.067274,-3.892543,10.740142,
-0.012551,-0.001866,0.008139,0.004568,0.029644,0.009025,-0.012551,0.005455,0.010455,0.004568,0.029644,0.010383,-4.218650,31.225825,12.819033,-0.013040,-3.981818,10.876594,
-0.012562,-0.001865,0.008149,0.004558,0.029673,0.009030,-0.012562,0.005415,0.010472,0.004558,0.029673,0.010383,-4.941383,30.368732,12.610941,-0.067154,-4.101184,11.054747,
-0.012574,-0.001865,0.008158,0.004548,0.029702,0.009036,-0.012574,0.005368,0.010487,0.004548,0.029702,0.010382,-5.338478,29.875846,12.319048,-0.095556,-4.210729,11.144613,
-0.012586,-0.001864,0.008168,0.004538,0.029731,0.009041,-0.012586,0.005314,0.010499,0.004538,0.029731,0.010380,-5.523091,29.477958,12.071094,-0.073209,-4.290041,11.187634,
-0.012598,-0.001864,0.008177,0.004528,0.029760,0.009046,-0.012598,0.005255,0.010508,0.004528,0.029760,0.010378,-5.197223,29.433948,11.880467,-0.111634,-4.312386,11.150937,
-0.012610,-0.001863,0.008187,0.004519,0.029789,0.009052,-0.012610,0.005195,0.010513,0.004519,0.029789,0.010376,-4.762066,29.482094,11.759674,-0.067700,-4.297084,11.079812,
-0.012621,-0.001863,0.008196,0.004509,0.029818,0.009057,-0.012621,0.005135,0.010516,0.004509,0.029818,0.010373,-3.730604,29.990112,11.637336,-0.173434,-4.309176,10.986302,
-0.012633,-0.001862,0.008206,0.004499,0.029847,0.009062,-0.012633,0.005081,0.010516,0.004499,0.029847,0.010371,-2.853759,30.410791,11.604876,-0.108419,-4.283399,10.850079,
-0.012645,-0.001862,0.008215,0.004489,0.029876,0.009067,-0.012645,0.005034,0.010514,0.004489,0.029876,0.010369,-1.627395,31.161888,11.564761,-0.117674,-4.257897,10.664738,
-0.012657,-0.001861,0.008225,0.004479,0.029905,0.009072,-0.012657,0.004997,0.010511,0.004479,0.029905,0.010367,-0.718539,31.747406,11.496082,-0.178345,-4.257331,10.509879,
-0.012668,-0.001861,0.008234,0.004469,0.029934,0.009078,-0.012668,0.004972,0.010507,0.004469,0.029934,0.010364,0.272132,32.472993,11.443431,-0.198304,-4.243607,10.303316,
-0.012680,-0.001860,0.008244,0.004459,0.029963,0.009083,-0.012680,0.004959,0.010503,0.004459,0.029963,0.010362,0.272132,32.472993,11.443431,-0.198304,-4.243607,10.303316,
-0.012692,-0.001860,0.008253,0.004449,0.029991,0.009088,-0.012692,0.004958,0.010499,0.004449,0.029991,0.010360,1.405913,33.246641,11.337383,-0.117595,-4.209624,10.064616,
-0.012704,-0.001859,0.008263,0.004439,0.030020,0.009093,-0.012704,0.004966,0.010496,0.004439,0.030020,0.010359,1.576648,33.373163,11.314679,-0.145910,-4.215985,10.048829,
-0.012715,-0.001858,0.008272,0.004429,0.030049,0.009098,-0.012715,0.004984,0.010493,0.004429,0.030049,0.010359,1.667167,33.620162,11.257846,-0.063862,-4.231207,9.979209,
-0.012727,-0.001858,0.008282,0.004419,0.030077,0.009103,-0.012727,0.005008,0.010490,0.004419,0.030077,0.010361,1.667167,33.620162,11.257846,-0.063862,-4.231207,9.979209,
-0.012739,-0.001857,0.008291,0.004409,0.030106,0.009108,-0.012739,0.005038,0.010489,0.004409,0.030106,0.010365,1.768507,34.342610,11.428642,-0.088304,-4.209737,9.891653,
-0.012750,-0.001857,0.008301,0.004399,0.030134,0.009112,-0.012750,0.005073,0.010489,0.004399,0.030134,0.010370,1.646268,34.804828,11.449439,-0.006690,-4.217184,9.820695,
-0.012762,-0.001856,0.008310,0.004389,0.030163,0.009117,-0.012762,0.005112,0.010491,0.004389,0.030163,0.010377,1.646268,34.804828,11.449439,-0.006690,-4.217184,9.820695,
-0.012774,-0.001855,0.008319,0.004379,0.030191,0.009122,-0.012774,0.005154,0.010494,0.004379,0.030191,0.010386,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012785,-0.001855,0.008329,0.004369,0.030220,0.009127,-0.012785,0.005199,0.010498,0.004369,0.030220,0.010395,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012797,-0.001854,0.008338,0.004359,0.030248,0.009132,-0.012797,0.005244,0.010504,0.004359,0.030248,0.010404,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012808,-0.001854,0.008347,0.004349,0.030276,0.009136,-0.012808,0.005288,0.010510,0.004349,0.030276,0.010414,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012820,-0.001853,0.008357,0.004339,0.030305,0.009141,-0.012820,0.005329,0.010518,0.004339,0.030305,0.010424,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012832,-0.001852,0.008366,0.004329,0.030333,0.009146,-0.012832,0.005367,0.010525,0.004329,0.030333,0.010433,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012843,-0.001852,0.008375,0.004319,0.030361,0.009150,-0.012843,0.005402,0.010534,0.004319,0.030361,0.010442,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012855,-0.001851,0.008385,0.004309,0.030389,0.009155,-0.012855,0.005433,0.010543,0.004309,0.030389,0.010451,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012866,-0.001850,0.008394,0.004298,0.030418,0.009159,-0.012866,0.005459,0.010552,0.004298,0.030418,0.010459,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012878,-0.001850,0.008403,0.004288,0.030446,0.009164,-0.012878,0.005482,0.010561,0.004288,0.030446,0.010467,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012889,-0.001849,0.008412,0.004278,0.030474,0.009168,-0.012889,0.005501,0.010571,0.004278,0.030474,0.010474,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012901,-0.001848,0.008422,0.004268,0.030502,0.009173,-0.012901,0.005516,0.010581,0.004268,0.030502,0.010481,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012912,-0.001848,0.008431,0.004258,0.030530,0.009177,-0.012912,0.005529,0.010590,0.004258,0.030530,0.010487,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012924,-0.001847,0.008440,0.004247,0.030558,0.009182,-0.012924,0.005538,0.010600,0.004247,0.030558,0.010493,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012935,-0.001846,0.008449,0.004237,0.030586,0.009186,-0.012935,0.005546,0.010610,0.004237,0.030586,0.010498,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012947,-0.001845,0.008459,0.004227,0.030613,0.009190,-0.012947,0.005551,0.010620,0.004227,0.030613,0.010503,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012958,-0.001845,0.008468,0.004217,0.030641,0.009195,-0.012958,0.005554,0.010630,0.004217,0.030641,0.010508,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012970,-0.001844,0.008477,0.004206,0.030669,0.009199,-0.012970,0.005556,0.010639,0.004206,0.030669,0.010513,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012981,-0.001843,0.008486,0.004196,0.030697,0.009203,-0.012981,0.005557,0.010649,0.004196,0.030697,0.010517,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.012993,-0.001842,0.008495,0.004186,0.030725,0.009207,-0.012993,0.005558,0.010659,0.004186,0.030725,0.010522,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.013004,-0.001842,0.008504,0.004176,0.030752,0.009212,-0.013004,0.005557,0.010668,0.004176,0.030752,0.010526,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.013015,-0.001841,0.008514,0.004165,0.030780,0.009216,-0.013015,0.005557,0.010678,0.004165,0.030780,0.010530,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.013027,-0.001840,0.008523,0.004155,0.030807,0.009220,-0.013027,0.005556,0.010687,0.004155,0.030807,0.010534,1.720577,35.328783,11.390296,-0.023866,-4.261065,9.760963,
-0.013038,-0.001839,0.008532,0.004145,0.030835,0.009224,-0.013038,0.005557,0.010693,0.004145,0.030835,0.010539,0.296608,38.134980,7.963135,0.277551,-4.832713,9.558578,
-0.013049,-0.001839,0.008541,0.004134,0.030863,0.009228,-0.013049,0.005568,0.010689,0.004134,0.030863,0.010548,1.482833,38.282537,8.377941,0.331439,-4.691797,9.476102,
-0.013061,-0.001838,0.008550,0.004124,0.030890,0.009232,-0.013061,0.005588,0.010676,0.004124,0.030890,0.010561,2.134525,38.454812,9.025886,0.330072,-4.642720,9.419438,
-0.013072,-0.001837,0.008559,0.004113,0.030917,0.009236,-0.013072,0.005615,0.010658,0.004113,0.030917,0.010578,2.134525,38.454812,9.025886,0.330072,-4.642720,9.419438,
-0.013084,-0.001836,0.008568,0.004103,0.030945,0.009240,-0.013084,0.005646,0.010640,0.004103,0.030945,0.010597,1.772296,38.281109,9.312766,0.415346,-4.661307,9.475367,
-0.013095,-0.001836,0.008577,0.004093,0.030972,0.009244,-0.013095,0.005679,0.010623,0.004093,0.030972,0.010618,0.650230,38.155571,10.353834,0.450041,-4.690043,9.552123,
-0.013106,-0.001835,0.008586,0.004082,0.031000,0.009248,-0.013106,0.005712,0.010612,0.004082,0.031000,0.010641,0.228619,38.238171,11.008330,0.487763,-4.665703,9.594860,
-0.013117,-0.001834,0.008595,0.004072,0.031027,0.009251,-0.013117,0.005744,0.010608,0.004072,0.031027,0.010665,0.228619,38.238171,11.008330,0.487763,-4.665703,9.594860,
-0.013129,-0.001833,0.008604,0.004061,0.031054,0.009255,-0.013129,0.005774,0.010613,0.004061,0.031054,0.010689,-1.016602,38.346512,12.560585,0.580750,-4.571023,9.638511,
-0.013140,-0.001832,0.008613,0.004051,0.031081,0.009259,-0.013140,0.005802,0.010628,0.004051,0.031081,0.010715,-1.483114,38.535844,13.411028,0.556362,-4.502724,9.653975,
-0.013151,-0.001831,0.008622,0.004041,0.031108,0.009263,-0.013151,0.005829,0.010656,0.004041,0.031108,0.010740,-1.759327,38.898139,14.281962,0.589768,-4.439271,9.629173,
-0.013163,-0.001831,0.008631,0.004030,0.031136,0.009266,-0.013163,0.005855,0.010696,0.004030,0.031136,0.010765,-1.484675,39.326170,14.823207,0.669324,-4.360675,9.576348,
-0.013174,-0.001830,0.008640,0.004020,0.031163,0.009270,-0.013174,0.005881,0.010747,0.004020,0.031163,0.010790,-1.574482,39.472358,15.450933,0.648715,-4.273542,9.578716,
-0.013185,-0.001829,0.008649,0.004009,0.031190,0.009274,-0.013185,0.005908,0.010807,0.004009,0.031190,0.010815,-1.410940,39.647967,15.984079,0.724138,-4.171736,9.578116,
-0.013196,-0.001828,0.008658,0.003999,0.031217,0.009277,-0.013196,0.005935,0.010875,0.003999,0.031217,0.010839,-1.119222,39.804574,16.319184,0.779393,-4.110487,9.553284,
-0.013207,-0.001827,0.008667,0.003988,0.031244,0.009281,-0.013207,0.005961,0.010947,0.003988,0.031244,0.010863,-0.614300,40.063908,16.607169,0.786154,-3.995041,9.503405,
-0.013219,-0.001826,0.008676,0.003978,0.031271,0.009284,-0.013219,0.005987,0.011023,0.003978,0.031271,0.010887,-0.614300,40.063908,16.607169,0.786154,-3.995041,9.503405,
-0.013230,-0.001826,0.008685,0.003967,0.031298,0.009288,-0.013230,0.006013,0.011098,0.003967,0.031298,0.010910,-0.005175,40.086501,16.996816,0.852235,-3.871749,9.479323,
-0.013241,-0.001825,0.008694,0.003957,0.031324,0.009291,-0.013241,0.006037,0.011173,0.003957,0.031324,0.010933,-0.024395,39.691416,17.120629,0.924421,-3.821070,9.531768,
-0.013252,-0.001824,0.008703,0.003946,0.031351,0.009295,-0.013252,0.006057,0.011246,0.003946,0.031351,0.010956,-0.004347,39.327634,17.197941,0.953484,-3.792554,9.581406,
-0.013263,-0.001823,0.008711,0.003935,0.031378,0.009298,-0.013263,0.006073,0.011314,0.003935,0.031378,0.010978,-0.004347,39.327634,17.197941,0.953484,-3.792554,9.581406,
-0.013274,-0.001822,0.008720,0.003925,0.031405,0.009302,-0.013274,0.006083,0.011378,0.003925,0.031405,0.011001,0.004537,38.306796,16.909493,0.996184,-3.826619,9.698766,
-0.013286,-0.001821,0.008729,0.003914,0.031431,0.009305,-0.013286,0.006086,0.011435,0.003914,0.031431,0.011022,-0.332921,37.470301,16.610348,0.979221,-3.908374,9.784956,
-0.013297,-0.001820,0.008738,0.003904,0.031458,0.009308,-0.013297,0.006081,0.011484,0.003904,0.031458,0.011043,0.079411,37.382916,16.190664,1.014118,-3.965564,9.696954,
-0.013308,-0.001819,0.008747,0.003893,0.031485,0.009312,-0.013308,0.006068,0.011525,0.003893,0.031485,0.011063,0.079411,37.382916,16.190664,1.014118,-3.965564,9.696954,
-0.013319,-0.001818,0.008756,0.003882,0.031511,0.009315,-0.013319,0.006048,0.011556,0.003882,0.031511,0.011081,-0.044473,36.759978,15.660814,1.045066,-4.050262,9.711639,
-0.013330,-0.001817,0.008764,0.003872,0.031538,0.009318,-0.013330,0.006023,0.011578,0.003872,0.031538,0.011098,0.408915,35.862561,14.704046,1.052147,-4.283835,9.768954,
-0.013341,-0.001817,0.008773,0.003861,0.031564,0.009321,-0.013341,0.005992,0.011589,0.003861,0.031564,0.011115,0.996311,35.900106,14.412316,1.093903,-4.325974,9.687574,
-0.013352,-0.001816,0.008782,0.003851,0.031591,0.009325,-0.013352,0.005956,0.011591,0.003851,0.031591,0.011131,0.996311,35.900106,14.412316,1.093903,-4.325974,9.687574,
-0.013363,-0.001815,0.008791,0.003840,0.031617,0.009328,-0.013363,0.005917,0.011584,0.003840,0.031617,0.011145,1.153623,35.686591,14.300624,1.047460,-4.368859,9.673489,
-0.013374,-0.001814,0.008800,0.003829,0.031644,0.009331,-0.013374,0.005878,0.011573,0.003829,0.031644,0.011159,1.353976,35.659137,14.295975,1.149247,-4.358585,9.626227,
-0.013385,-0.001813,0.008808,0.003819,0.031670,0.009334,-0.013385,0.005840,0.011558,0.003819,0.031670,0.011171,1.342422,35.551741,14.448439,1.126087,-4.345604,9.644875,
-0.013396,-0.001812,0.008817,0.003808,0.031696,0.009337,-0.013396,0.005802,0.011542,0.003808,0.031696,0.011184,1.351252,35.415536,14.873216,1.127560,-4.258748,9.717852,
-0.013407,-0.001811,0.008826,0.003797,0.031723,0.009340,-0.013407,0.005766,0.011528,0.003797,0.031723,0.011195,1.137965,35.197699,15.401535,1.152073,-4.157024,9.832492,
-0.013418,-0.001810,0.008834,0.003787,0.031749,0.009343,-0.013418,0.005732,0.011519,0.003787,0.031749,0.011206,1.004874,35.222074,16.137595,1.124708,-4.029404,9.889216,
-0.013429,-0.001809,0.008843,0.003776,0.031775,0.009346,-0.013429,0.005701,0.011517,0.003776,0.031775,0.011216,0.863797,35.428803,17.542075,1.186690,-3.800488,9.934178,
-0.013440,-0.001808,0.008852,0.003765,0.031801,0.009349,-0.013440,0.005673,0.011526,0.003765,0.031801,0.011225,0.713468,35.602058,18.071725,1.161650,-3.748865,9.943295,
-0.013451,-0.001807,0.008860,0.003755,0.031827,0.009352,-0.013451,0.005650,0.011545,0.003755,0.031827,0.011234,0.713468,35.602058,18.071725,1.161650,-3.748865,9.943295,
-0.013462,-0.001806,0.008869,0.003744,0.031853,0.009355,-0.013462,0.005631,0.011574,0.003744,0.031853,0.011242,0.609467,35.698401,18.551836,1.197486,-3.686944,9.946613,
-0.013473,-0.001805,0.008878,0.003733,0.031879,0.009357,-0.013473,0.005618,0.011610,0.003733,0.031879,0.011250,0.304206,36.089434,19.101912,1.171956,-3.680267,9.876985,
-0.013484,-0.001804,0.008886,0.003722,0.031905,0.009360,-0.013484,0.005609,0.011652,0.003722,0.031905,0.011258,10.366562,-1.662268,39.866096,-9.419682,-2.915699,3.682617,
-0.013495,-0.001803,0.008895,0.003712,0.031931,0.009363,-0.013495,0.005605,0.011699,0.003712,0.031931,0.011264,0.278998,36.438652,19.279035,1.140615,-3.704285,9.786248,
-0.013506,-0.001802,0.008904,0.003701,0.031957,0.009366,-0.013506,0.005606,0.011748,0.003701,0.031957,0.011269,0.457831,36.892322,19.376733,1.090706,-3.706297,9.671857,
-0.013517,-0.001801,0.008912,0.003690,0.031983,0.009368,-0.013517,0.005613,0.011799,0.003690,0.031983,0.011273,0.567264,37.313438,19.469649,1.086585,-3.714138,9.587614,
-0.013527,-0.001800,0.008921,0.003679,0.032009,0.009371,-0.013527,0.005626,0.011849,0.003679,0.032009,0.011275,0.567264,37.313438,19.469649,1.086585,-3.714138,9.587614,
-0.013538,-0.001799,0.008929,0.003669,0.032035,0.009374,-0.013538,0.005643,0.011898,0.003669,0.032035,0.011276,1.360316,38.077602,19.689504,1.062536,-3.625624,9.399412,
-0.013549,-0.001798,0.008938,0.003658,0.032061,0.009376,-0.013549,0.005666,0.011944,0.003658,0.032061,0.011275,1.773613,38.415245,19.672731,1.066630,-3.621397,9.304059,
-0.013560,-0.001797,0.008946,0.003647,0.032086,0.009379,-0.013560,0.005694,0.011988,0.003647,0.032086,0.011274,2.815469,39.123826,19.637767,1.055371,-3.600708,9.095140,
-0.013571,-0.001796,0.008955,0.003636,0.032112,0.009382,-0.013571,0.005728,0.012028,0.003636,0.032112,0.011272,3.846346,39.517983,18.943806,1.025078,-3.714438,8.871621,
-0.013582,-0.001795,0.008964,0.003625,0.032138,0.009384,-0.013582,0.005766,0.012062,0.003625,0.032138,0.011270,3.873770,39.225998,18.419427,1.060736,-3.813973,8.853933,
-0.013592,-0.001793,0.008972,0.003615,0.032163,0.009387,-0.013592,0.005806,0.012088,0.003615,0.032163,0.011268,3.873770,39.225998,18.419427,1.060736,-3.813973,8.853933,
-0.013603,-0.001792,0.008981,0.003604,0.032189,0.009389,-0.013603,0.005845,0.012106,0.003604,0.032189,0.011265,3.566092,38.531168,17.276931,1.026472,-4.029402,8.863316,
-0.013614,-0.001791,0.008989,0.003593,0.032215,0.009391,-0.013614,0.005880,0.012115,0.003593,0.032215,0.011263,3.194499,37.932708,16.634471,1.035295,-4.166270,8.930168,
-0.013625,-0.001790,0.008998,0.003582,0.032240,0.009394,-0.013625,0.005908,0.012112,0.003582,0.032240,0.011260,2.712289,37.443753,16.063962,0.975796,-4.294836,8.982600,
-0.013635,-0.001789,0.009006,0.003571,0.032266,0.009396,-0.013635,0.005928,0.012101,0.003571,0.032266,0.011257,2.712289,37.443753,16.063962,0.975796,-4.294836,8.982600,
-0.013646,-0.001788,0.009014,0.003560,0.032291,0.009399,-0.013646,0.005940,0.012081,0.003560,0.032291,0.011254,2.215313,36.981342,15.415992,0.972511,-4.403243,9.056445,
-0.013657,-0.001787,0.009023,0.003549,0.032316,0.009401,-0.013657,0.005943,0.012054,0.003549,0.032316,0.011250,0.881191,35.574917,14.046803,0.922188,-4.647930,9.290508,
-0.013668,-0.001786,0.009031,0.003539,0.032342,0.009403,-0.013668,0.005937,0.012019,0.003539,0.032342,0.011246,0.881191,35.574917,14.046803,0.922188,-4.647930,9.290508,
-0.013678,-0.001785,0.009040,0.003528,0.032367,0.009405,-0.013678,0.005921,0.011976,0.003528,0.032367,0.011241,0.376170,35.240906,13.457169,0.905408,-4.742092,9.326763,
-0.013689,-0.001784,0.009048,0.003517,0.032392,0.009408,-0.013689,0.005897,0.011929,0.003517,0.032392,0.011236,-0.244904,34.908625,12.964836,0.894577,-4.878791,9.368935,
-0.013700,-0.001782,0.009057,0.003506,0.032418,0.009410,-0.013700,0.005868,0.011877,0.003506,0.032418,0.011230,-0.529848,34.926760,12.544589,0.843628,-4.980464,9.344714,
-0.013710,-0.001781,0.009065,0.003495,0.032443,0.009412,-0.013710,0.005835,0.011822,0.003495,0.032443,0.011224,-1.053865,34.675368,12.097372,0.853146,-5.117023,9.386471,
-0.013721,-0.001780,0.009073,0.003484,0.032468,0.009414,-0.013721,0.005799,0.011765,0.003484,0.032468,0.011218,-1.432955,34.599943,11.804880,0.818297,-5.248795,9.405441,
-0.013732,-0.001779,0.009082,0.003473,0.032493,0.009416,-0.013732,0.005762,0.011708,0.003473,0.032493,0.011211,-1.781087,34.572468,11.489785,0.754127,-5.391547,9.389266,
-0.013742,-0.001778,0.009090,0.003462,0.032518,0.009418,-0.013742,0.005726,0.011652,0.003462,0.032518,0.011203,-1.849857,34.904688,11.548229,0.776841,-5.436156,9.295328,
-0.013753,-0.001777,0.009098,0.003451,0.032543,0.009420,-0.013753,0.005693,0.011598,0.003451,0.032543,0.011195,-2.167720,34.907086,11.835289,0.676093,-5.501119,9.301915,
-0.013764,-0.001776,0.009107,0.003441,0.032568,0.009422,-0.013764,0.005663,0.011550,0.003441,0.032568,0.011186,-2.167720,34.907086,11.835289,0.676093,-5.501119,9.301915,
-0.013774,-0.001774,0.009115,0.003430,0.032593,0.009424,-0.013774,0.005637,0.011508,0.003430,0.032593,0.011176,-2.067797,34.851238,12.093983,0.675485,-5.495620,9.370265,
-0.013785,-0.001773,0.009123,0.003419,0.032618,0.009426,-0.013785,0.005614,0.011474,0.003419,0.032618,0.011165,-1.722738,34.767810,12.436369,0.620353,-5.445441,9.428237,
-0.013795,-0.001772,0.009132,0.003408,0.032643,0.009428,-0.013795,0.005595,0.011449,0.003408,0.032643,0.011154,-1.205537,34.718370,12.983498,0.563132,-5.291166,9.470818,
-0.013806,-0.001771,0.009140,0.003397,0.032668,0.009430,-0.013806,0.005578,0.011433,0.003397,0.032668,0.011142,-0.366191,34.868495,13.303522,0.573519,-5.206058,9.434944,
-0.013816,-0.001770,0.009148,0.003386,0.032693,0.009432,-0.013816,0.005565,0.011427,0.003386,0.032693,0.011130,0.409648,35.199730,13.867361,0.516478,-5.026855,9.335092,
-0.013827,-0.001769,0.009156,0.003375,0.032717,0.009434,-0.013827,0.005557,0.011431,0.003375,0.032717,0.011117,1.047312,35.189735,14.288567,0.480329,-4.874317,9.318556,
-0.013838,-0.001767,0.009165,0.003364,0.032742,0.009436,-0.013838,0.005552,0.011445,0.003364,0.032742,0.011104,1.656167,35.298587,14.683319,0.447435,-4.773902,9.280308,
-0.013848,-0.001766,0.009173,0.003353,0.032767,0.009437,-0.013848,0.005550,0.011468,0.003353,0.032767,0.011090,2.510166,35.539756,15.072070,0.374743,-4.683988,9.213345,
-0.013859,-0.001765,0.009181,0.003342,0.032791,0.009439,-0.013859,0.005553,0.011499,0.003342,0.032791,0.011075,3.087876,35.688474,15.472432,0.354693,-4.609941,9.158263,
-0.013869,-0.001764,0.009189,0.003331,0.032816,0.009441,-0.013869,0.005558,0.011536,0.003331,0.032816,0.011059,3.704944,35.874256,15.764815,0.305944,-4.556888,9.070488,
-0.013879,-0.001762,0.009197,0.003320,0.032841,0.009443,-0.013879,0.005567,0.011579,0.003320,0.032841,0.011043,3.942687,35.729589,15.901907,0.271048,-4.563056,9.038108,
-0.013890,-0.001761,0.009206,0.003309,0.032865,0.009444,-0.013890,0.005578,0.011625,0.003309,0.032865,0.011026,4.577780,35.925973,16.070796,0.205853,-4.530268,8.949364,
-0.013900,-0.001760,0.009214,0.003298,0.032890,0.009446,-0.013900,0.005590,0.011674,0.003298,0.032890,0.011008,5.092346,35.897046,16.240218,0.119473,-4.500868,8.877468,
-0.013911,-0.001759,0.009222,0.003287,0.032914,0.009448,-0.013911,0.005603,0.011723,0.003287,0.032914,0.010989,5.563986,35.859933,16.371298,0.098361,-4.472614,8.818896,
-0.013921,-0.001758,0.009230,0.003276,0.032939,0.009449,-0.013921,0.005616,0.011772,0.003276,0.032939,0.010969,6.076694,35.924836,16.533417,0.016862,-4.437929,8.744948,
-0.013932,-0.001756,0.009238,0.003265,0.032963,0.009451,-0.013932,0.005629,0.011821,0.003265,0.032963,0.010948,6.472713,35.901431,16.626808,-0.065303,-4.438072,8.696636,
-0.013942,-0.001755,0.009246,0.003254,0.032987,0.009452,-0.013942,0.005641,0.011867,0.003254,0.032987,0.010925,6.584602,35.625122,16.823714,-0.133077,-4.451196,8.698816,
-0.013953,-0.001754,0.009255,0.003243,0.033012,0.009454,-0.013953,0.005651,0.011912,0.003243,0.033012,0.010901,6.584602,35.625122,16.823714,-0.133077,-4.451196,8.698816,
-0.013963,-0.001752,0.009263,0.003232,0.033036,0.009455,-0.013963,0.005659,0.011954,0.003232,0.033036,0.010876,6.307756,35.228617,16.849654,-0.208824,-4.474947,8.778559,
-0.013973,-0.001751,0.009271,0.003221,0.033060,0.009457,-0.013973,0.005664,0.011994,0.003221,0.033060,0.010851,5.379416,34.442559,16.889383,-0.212058,-4.537012,8.934303,
-0.013984,-0.001750,0.009279,0.003210,0.033085,0.009458,-0.013984,0.005662,0.012030,0.003210,0.033085,0.010826,4.458435,33.672173,16.937150,-0.255635,-4.588187,9.099087,
-0.013994,-0.001749,0.009287,0.003199,0.033109,0.009459,-0.013994,0.005653,0.012063,0.003199,0.033109,0.010802,3.211975,32.772369,16.912955,-0.316477,-4.687531,9.287471,
-0.014004,-0.001747,0.009295,0.003188,0.033133,0.009461,-0.014004,0.005634,0.012092,0.003188,0.033133,0.010777,1.198184,31.461973,16.987027,-0.328605,-4.798680,9.611575,
-0.014015,-0.001746,0.009303,0.003177,0.033157,0.009462,-0.014015,0.005605,0.012119,0.003177,0.033157,0.010754,1.198184,31.461973,16.987027,-0.328605,-4.798680,9.611575,
-0.014025,-0.001745,0.009311,0.003166,0.033181,0.009463,-0.014025,0.005566,0.012143,0.003166,0.033181,0.010732,0.122716,30.742318,17.090560,-0.362216,-4.835016,9.786433,
-0.014035,-0.001743,0.009319,0.003155,0.033205,0.009465,-0.014035,0.005521,0.012164,0.003155,0.033205,0.010711,-0.118077,30.748285,17.349707,-0.380523,-4.812776,9.822362,
-0.014045,-0.001742,0.009327,0.003144,0.033229,0.009466,-0.014045,0.005471,0.012185,0.003144,0.033229,0.010692,-0.409361,30.758227,17.641031,-0.367438,-4.803907,9.834066,
