This file saves data from the most recent trajectory.
x_nom_vel,y_nom_vel,z_nom_vel,roll_nom_vel,pitch_nom_vel,yaw_nom_vel,x_compl_vel,y_compl_vel,z_compl_vel,roll_compl_vel,pitch_compl_vel,yaw_compl_vel,Fx,Fy,Fz,Tx,Ty,Tz
-0.008744,-0.001676,0.004875,0.006301,0.019553,0.005864,-0.008721,0.004743,0.004875,0.006301,0.019553,0.005864,-5.499635,26.270635,-3.349087,0.417620,-2.208686,6.146969,
-0.008759,-0.001678,0.004888,0.006300,0.019594,0.005881,-0.008741,0.004721,0.004888,0.006300,0.019594,0.005881,-6.742493,25.426826,-2.363813,0.365814,-2.225288,6.417273,
-0.008773,-0.001680,0.004901,0.006299,0.019635,0.005898,-0.008760,0.004696,0.004901,0.006299,0.019635,0.005898,-7.132415,25.230456,-1.684471,0.382425,-2.117161,6.457111,
-0.008787,-0.001682,0.004914,0.006299,0.019676,0.005915,-0.008778,0.004668,0.004914,0.006299,0.019676,0.005915,-7.487364,25.024841,-1.154915,0.344187,-2.086533,6.574129,
-0.008802,-0.001684,0.004927,0.006298,0.019717,0.005932,-0.008796,0.004637,0.004927,0.006298,0.019717,0.005932,-7.725310,25.009152,-0.653106,0.318187,-1.991124,6.624122,
-0.008816,-0.001686,0.004940,0.006297,0.019757,0.005949,-0.008813,0.004605,0.004940,0.006297,0.019757,0.005949,-7.709580,24.799083,0.042292,0.333942,-1.833208,6.706637,
-0.008830,-0.001688,0.004953,0.006296,0.019798,0.005966,-0.008829,0.004573,0.004953,0.006296,0.019798,0.005966,-7.691861,24.701444,0.450935,0.214834,-1.772087,6.887913,
-0.008845,-0.001690,0.004966,0.006295,0.019839,0.005982,-0.008845,0.004540,0.004966,0.006295,0.019839,0.005982,-7.671114,24.448038,1.066397,0.263689,-1.610570,6.981111,
-0.008859,-0.001692,0.004979,0.006294,0.019880,0.005999,-0.008861,0.004508,0.004979,0.006294,0.019880,0.005999,-7.671114,24.448038,1.066397,0.263689,-1.610570,6.981111,
-0.008873,-0.001694,0.004992,0.006293,0.019920,0.006016,-0.008876,0.004478,0.004992,0.006293,0.019920,0.006016,-7.434997,24.467958,1.558026,0.190551,-1.502400,7.071970,
-0.008888,-0.001696,0.005005,0.006292,0.019961,0.006033,-0.008891,0.004449,0.005005,0.006292,0.019961,0.006033,-7.043233,24.575282,1.893475,0.231069,-1.375170,7.118041,
-0.008902,-0.001697,0.005018,0.006291,0.020002,0.006049,-0.008906,0.004423,0.005018,0.006291,0.020002,0.006049,-5.915804,25.123692,2.792919,0.164113,-1.065127,7.121948,
-0.008916,-0.001699,0.005031,0.006290,0.020042,0.006066,-0.008920,0.004403,0.005031,0.006290,0.020042,0.006066,-5.320200,25.474776,3.017557,0.163934,-0.966368,7.101426,
-0.008931,-0.001701,0.005044,0.006288,0.020083,0.006083,-0.008934,0.004388,0.005044,0.006288,0.020083,0.006083,-4.682234,25.723787,3.416966,0.102611,-0.832447,7.103157,
-0.008945,-0.001703,0.005056,0.006287,0.020123,0.006099,-0.008948,0.004380,0.005056,0.006287,0.020123,0.006099,-4.400345,25.934670,3.366910,0.157008,-0.824848,7.111498,
-0.008959,-0.001705,0.005069,0.006286,0.020163,0.006116,-0.008962,0.004377,0.005069,0.006286,0.020163,0.006116,-4.139344,25.921771,3.697927,0.067885,-0.712396,7.135549,
-0.008973,-0.001707,0.005082,0.006284,0.020204,0.006132,-0.008976,0.004379,0.005082,0.006284,0.020204,0.006132,-4.139344,25.921771,3.697927,0.067885,-0.712396,7.135549,
-0.008988,-0.001708,0.005095,0.006283,0.020244,0.006148,-0.008990,0.004384,0.005095,0.006283,0.020244,0.006148,-4.129489,25.649620,3.770651,0.076745,-0.671853,7.272210,
-0.009002,-0.001710,0.005108,0.006282,0.020284,0.006165,-0.009004,0.004389,0.005119,0.006282,0.020284,0.006176,-4.243004,25.053886,4.106081,0.074060,-0.601572,7.406993,
-0.009016,-0.001712,0.005121,0.006280,0.020325,0.006181,-0.009018,0.004393,0.005172,0.006280,0.020325,0.006237,-4.243004,25.053886,4.106081,0.074060,-0.601572,7.406993,
-0.009030,-0.001714,0.005134,0.006279,0.020365,0.006197,-0.009032,0.004395,0.005246,0.006279,0.020365,0.006332,-4.526602,24.728442,3.949889,0.106223,-0.643705,7.546927,
-0.009045,-0.001716,0.005146,0.006277,0.020405,0.006213,-0.009046,0.004394,0.005324,0.006277,0.020405,0.006450,-4.771620,24.128477,4.123726,0.059870,-0.640300,7.685972,
-0.009059,-0.001717,0.005159,0.006275,0.020445,0.006230,-0.009060,0.004387,0.005401,0.006275,0.020445,0.006582,-6.182144,22.553495,3.594647,0.112486,-0.876584,8.066492,
-0.009073,-0.001719,0.005172,0.006274,0.020485,0.006246,-0.009074,0.004372,0.005464,0.006274,0.020485,0.006722,-6.182144,22.553495,3.594647,0.112486,-0.876584,8.066492,
-0.009087,-0.001721,0.005185,0.006272,0.020525,0.006262,-0.009088,0.004349,0.005505,0.006272,0.020525,0.006862,-6.004837,22.340740,3.647610,0.157194,-0.840671,8.080885,
-0.009102,-0.001723,0.005198,0.006270,0.020565,0.006278,-0.009102,0.004321,0.005528,0.006270,0.020565,0.007000,-6.219098,22.109473,3.257560,0.136014,-0.934291,8.116654,
-0.009116,-0.001724,0.005210,0.006268,0.020605,0.006294,-0.009116,0.004288,0.005537,0.006268,0.020605,0.007131,-5.695682,22.204967,2.888803,0.150373,-0.976946,8.021102,
-0.009130,-0.001726,0.005223,0.006266,0.020645,0.006310,-0.009130,0.004254,0.005536,0.006266,0.020645,0.007253,-5.313705,22.376394,2.572977,0.096329,-1.071746,7.984503,
-0.009144,-0.001728,0.005236,0.006264,0.020685,0.006325,-0.009144,0.004220,0.005527,0.006264,0.020685,0.007364,-4.631707,23.015182,2.560591,0.123402,-1.030210,7.796821,
-0.009158,-0.001729,0.005248,0.006262,0.020725,0.006341,-0.009158,0.004190,0.005513,0.006262,0.020725,0.007463,-4.631707,23.015182,2.560591,0.123402,-1.030210,7.796821,
-0.009173,-0.001731,0.005261,0.006260,0.020765,0.006357,-0.009172,0.004166,0.005497,0.006260,0.020765,0.007551,-3.227695,24.169189,2.161445,0.052153,-1.054580,7.511520,
-0.009187,-0.001733,0.005274,0.006258,0.020804,0.006373,-0.009187,0.004149,0.005479,0.006258,0.020804,0.007615,-2.332452,24.870184,2.193247,0.091732,-0.990280,7.331263,
-0.009201,-0.001734,0.005287,0.006256,0.020844,0.006388,-0.009201,0.004142,0.005462,0.006256,0.020844,0.007636,15.981898,2.087484,19.955245,-5.831682,-0.499770,4.281005,
-0.009215,-0.001736,0.005299,0.006254,0.020884,0.006404,-0.009215,0.004144,0.005446,0.006254,0.020884,0.007612,-1.761585,25.499511,2.159218,0.060974,-0.950248,7.188783,
-0.009229,-0.001738,0.005312,0.006252,0.020923,0.006420,-0.009229,0.004155,0.005432,0.006252,0.020923,0.007556,-0.918983,26.408193,2.198060,0.069037,-0.883230,7.010458,
-0.009243,-0.001739,0.005325,0.006250,0.020963,0.006435,-0.009243,0.004175,0.005420,0.006250,0.020963,0.007478,-0.363901,26.838664,2.406415,0.049778,-0.849679,6.942647,
-0.009257,-0.001741,0.005337,0.006247,0.021002,0.006451,-0.009257,0.004204,0.005411,0.006247,0.021002,0.007386,0.222964,27.737523,2.711125,0.033415,-0.799939,6.775067,
-0.009272,-0.001742,0.005350,0.006245,0.021042,0.006466,-0.009271,0.004242,0.005405,0.006245,0.021042,0.007289,0.222964,27.737523,2.711125,0.033415,-0.799939,6.775067,
-0.009286,-0.001744,0.005362,0.006242,0.021081,0.006482,-0.009286,0.004286,0.005401,0.006242,0.021081,0.007190,0.095392,28.088469,2.718501,-0.033377,-0.814923,6.737494,
-0.009300,-0.001746,0.005375,0.006240,0.021121,0.006497,-0.009300,0.004333,0.005400,0.006240,0.021121,0.007095,-0.243450,28.060939,2.956948,0.007622,-0.849877,6.752191,
-0.009314,-0.001747,0.005388,0.006238,0.021160,0.006512,-0.009314,0.004383,0.005402,0.006238,0.021160,0.007006,-0.741975,28.132572,3.303106,-0.006546,-0.841194,6.737395,
-0.009328,-0.001749,0.005400,0.006235,0.021199,0.006527,-0.009328,0.004432,0.005406,0.006235,0.021199,0.006926,-1.278340,28.286736,3.398912,-0.031986,-0.862816,6.703004,
-0.009342,-0.001750,0.005413,0.006232,0.021239,0.006543,-0.009342,0.004479,0.005411,0.006232,0.021239,0.006855,-1.702147,28.265232,3.753378,-0.013186,-0.869738,6.734379,
-0.009356,-0.001752,0.005425,0.006230,0.021278,0.006558,-0.009356,0.004524,0.005419,0.006230,0.021278,0.006794,-1.979227,28.673043,3.974210,-0.079755,-0.833622,6.662839,
-0.009370,-0.001753,0.005438,0.006227,0.021317,0.006573,-0.009370,0.004567,0.005439,0.006227,0.021317,0.006744,-2.320683,28.628646,4.423827,-0.057074,-0.785446,6.698615,
-0.009384,-0.001755,0.005450,0.006224,0.021356,0.006588,-0.009384,0.004607,0.005491,0.006224,0.021356,0.006704,-2.387893,29.362325,4.929056,-0.062739,-0.681830,6.640240,
-0.009398,-0.001757,0.005463,0.006222,0.021395,0.006603,-0.009398,0.004647,0.005580,0.006222,0.021395,0.006673,-2.200063,29.776864,5.283864,-0.089292,-0.603374,6.593044,
-0.009412,-0.001758,0.005475,0.006219,0.021434,0.006618,-0.009412,0.004685,0.005693,0.006219,0.021434,0.006651,-2.200063,29.776864,5.283864,-0.089292,-0.603374,6.593044,
-0.009426,-0.001760,0.005488,0.006216,0.021473,0.006633,-0.009426,0.004723,0.005824,0.006216,0.021473,0.006637,-1.886057,30.577793,5.592553,-0.037401,-0.495374,6.473008,
-0.009441,-0.001761,0.005500,0.006213,0.021512,0.006648,-0.009441,0.004762,0.005963,0.006213,0.021512,0.006630,-1.513678,31.217176,5.711109,-0.093200,-0.442985,6.404336,
-0.009455,-0.001762,0.005513,0.006210,0.021551,0.006663,-0.009455,0.004802,0.006106,0.006210,0.021551,0.006629,-1.513678,31.217176,5.711109,-0.093200,-0.442985,6.404336,
-0.009469,-0.001764,0.005525,0.006207,0.021590,0.006678,-0.009469,0.004842,0.006247,0.006207,0.021590,0.006633,-1.430282,31.479104,5.976518,0.011054,-0.360056,6.356078,
-0.009483,-0.001765,0.005538,0.006204,0.021629,0.006692,-0.009483,0.004883,0.006383,0.006204,0.021629,0.006641,-1.128727,31.915109,6.014552,0.001604,-0.365753,6.321853,
-0.009497,-0.001767,0.005550,0.006201,0.021668,0.006707,-0.009497,0.004923,0.006511,0.006201,0.021668,0.006652,-1.675501,31.391464,6.073236,0.031439,-0.460340,6.511077,
-0.009511,-0.001768,0.005563,0.006198,0.021706,0.006722,-0.009511,0.004960,0.006629,0.006198,0.021706,0.006667,-1.716723,31.569720,6.217261,0.096051,-0.382521,6.454114,
-0.009525,-0.001770,0.005575,0.006195,0.021745,0.006736,-0.009525,0.004993,0.006737,0.006195,0.021745,0.006683,-2.525378,30.739718,6.302661,0.092401,-0.451133,6.687327,
-0.009539,-0.001771,0.005587,0.006192,0.021784,0.006751,-0.009539,0.005019,0.006834,0.006192,0.021784,0.006700,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009553,-0.001773,0.005600,0.006189,0.021823,0.006766,-0.009553,0.005038,0.006921,0.006189,0.021823,0.006719,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009567,-0.001774,0.005612,0.006185,0.021861,0.006780,-0.009567,0.005050,0.006997,0.006185,0.021861,0.006738,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009581,-0.001775,0.005624,0.006182,0.021900,0.006795,-0.009581,0.005056,0.007062,0.006182,0.021900,0.006758,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009595,-0.001777,0.005637,0.006179,0.021938,0.006809,-0.009595,0.005057,0.007118,0.006179,0.021938,0.006777,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009608,-0.001778,0.005649,0.006175,0.021977,0.006823,-0.009608,0.005055,0.007165,0.006175,0.021977,0.006796,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009622,-0.001779,0.005661,0.006172,0.022015,0.006838,-0.009622,0.005050,0.007205,0.006172,0.022015,0.006815,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009636,-0.001781,0.005674,0.006168,0.022054,0.006852,-0.009636,0.005044,0.007237,0.006168,0.022054,0.006834,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009650,-0.001782,0.005686,0.006165,0.022092,0.006866,-0.009650,0.005036,0.007264,0.006165,0.022092,0.006852,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009664,-0.001784,0.005698,0.006161,0.022130,0.006880,-0.009664,0.005027,0.007286,0.006161,0.022130,0.006869,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009678,-0.001785,0.005711,0.006158,0.022168,0.006895,-0.009678,0.005018,0.007303,0.006158,0.022168,0.006887,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009692,-0.001786,0.005723,0.006154,0.022207,0.006909,-0.009692,0.005009,0.007318,0.006154,0.022207,0.006903,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009706,-0.001787,0.005735,0.006151,0.022245,0.006923,-0.009706,0.005001,0.007330,0.006151,0.022245,0.006919,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009720,-0.001789,0.005747,0.006147,0.022283,0.006937,-0.009720,0.004993,0.007340,0.006147,0.022283,0.006935,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009734,-0.001790,0.005760,0.006143,0.022321,0.006951,-0.009734,0.004985,0.007349,0.006143,0.022321,0.006950,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009748,-0.001791,0.005772,0.006139,0.022359,0.006965,-0.009748,0.004979,0.007356,0.006139,0.022359,0.006965,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009761,-0.001793,0.005784,0.006135,0.022397,0.006978,-0.009761,0.004973,0.007364,0.006135,0.022397,0.006980,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009775,-0.001794,0.005796,0.006132,0.022435,0.006992,-0.009775,0.004967,0.007371,0.006132,0.022435,0.006994,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009789,-0.001795,0.005808,0.006128,0.022473,0.007006,-0.009789,0.004963,0.007378,0.006128,0.022473,0.007008,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009803,-0.001796,0.005821,0.006124,0.022511,0.007020,-0.009803,0.004959,0.007385,0.006124,0.022511,0.007022,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009817,-0.001798,0.005833,0.006120,0.022549,0.007034,-0.009817,0.004955,0.007392,0.006120,0.022549,0.007036,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009831,-0.001799,0.005845,0.006116,0.022587,0.007047,-0.009831,0.004952,0.007400,0.006116,0.022587,0.007050,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009845,-0.001800,0.005857,0.006112,0.022624,0.007061,-0.009845,0.004950,0.007409,0.006112,0.022624,0.007063,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009858,-0.001801,0.005869,0.006107,0.022662,0.007074,-0.009858,0.004947,0.007417,0.006107,0.022662,0.007076,-3.281510,30.304503,6.377426,0.140141,-0.470657,6.800409,
-0.009872,-0.001802,0.005881,0.006103,0.022700,0.007088,-0.009872,0.004951,0.007428,0.006103,0.022700,0.007090,4.092851,35.143049,7.897942,0.247997,0.157022,5.966684,
-0.009886,-0.001804,0.005893,0.006099,0.022737,0.007101,-0.009886,0.004969,0.007444,0.006099,0.022737,0.007103,4.182673,35.373748,8.124816,0.211027,0.193714,6.017897,
-0.009900,-0.001805,0.005905,0.006095,0.022775,0.007115,-0.009900,0.005004,0.007467,0.006095,0.022775,0.007116,4.215044,35.652019,8.758596,0.212576,0.325703,6.100735,
-0.009914,-0.001806,0.005918,0.006091,0.022812,0.007128,-0.009914,0.005051,0.007496,0.006091,0.022812,0.007129,4.215044,35.652019,8.758596,0.212576,0.325703,6.100735,
-0.009927,-0.001807,0.005930,0.006086,0.022850,0.007142,-0.009927,0.005105,0.007530,0.006086,0.022850,0.007143,3.533875,35.377649,9.407662,0.183165,0.378519,6.281745,
-0.009941,-0.001808,0.005942,0.006082,0.022887,0.007155,-0.009941,0.005162,0.007570,0.006082,0.022887,0.007156,2.970810,35.104675,9.707444,0.119976,0.390562,6.381461,
-0.009955,-0.001809,0.005954,0.006077,0.022925,0.007168,-0.009955,0.005219,0.007614,0.006077,0.022925,0.007169,2.970810,35.104675,9.707444,0.119976,0.390562,6.381461,
-0.009969,-0.001811,0.005966,0.006073,0.022962,0.007181,-0.009969,0.005272,0.007660,0.006073,0.022962,0.007182,2.350034,34.608470,9.843534,0.102395,0.365647,6.559539,
-0.009982,-0.001812,0.005978,0.006069,0.023000,0.007195,-0.009982,0.005318,0.007708,0.006069,0.023000,0.007195,1.506503,34.018896,9.948055,0.071191,0.306996,6.759337,
-0.009996,-0.001813,0.005990,0.006064,0.023037,0.007208,-0.009996,0.005356,0.007755,0.006064,0.023037,0.007208,0.124689,33.220401,10.049256,0.035635,0.179498,6.985757,
-0.010010,-0.001814,0.006002,0.006060,0.023074,0.007221,-0.010010,0.005383,0.007802,0.006060,0.023074,0.007221,0.124689,33.220401,10.049256,0.035635,0.179498,6.985757,
-0.010024,-0.001815,0.006014,0.006055,0.023111,0.007234,-0.010024,0.005400,0.007847,0.006055,0.023111,0.007234,-0.860422,32.564452,9.990876,-0.029684,0.077967,7.128216,
-0.010037,-0.001816,0.006026,0.006050,0.023149,0.007247,-0.010037,0.005406,0.007889,0.006050,0.023149,0.007247,-1.682500,31.870106,9.754233,-0.076217,-0.083465,7.304595,
-0.010051,-0.001817,0.006038,0.006046,0.023186,0.007260,-0.010051,0.005401,0.007927,0.006046,0.023186,0.007260,-2.212401,31.707285,9.514711,-0.094020,-0.176509,7.333816,
-0.010065,-0.001818,0.006050,0.006041,0.023223,0.007273,-0.010065,0.005387,0.007960,0.006041,0.023223,0.007284,-2.497437,31.430969,9.247652,-0.126313,-0.351411,7.440339,
-0.010078,-0.001819,0.006061,0.006036,0.023260,0.007286,-0.010078,0.005366,0.007988,0.006036,0.023260,0.007337,-2.783691,31.548755,8.935149,-0.141052,-0.432558,7.394965,
-0.010092,-0.001820,0.006073,0.006031,0.023297,0.007299,-0.010092,0.005340,0.008009,0.006031,0.023297,0.007422,-3.288630,31.301019,8.786130,-0.231202,-0.554970,7.440200,
-0.010106,-0.001821,0.006085,0.006027,0.023334,0.007311,-0.010106,0.005310,0.008024,0.006027,0.023334,0.007527,-3.669143,31.185812,8.311060,-0.211458,-0.695686,7.477821,
-0.010119,-0.001822,0.006097,0.006022,0.023371,0.007324,-0.010119,0.005277,0.008033,0.006022,0.023371,0.007644,-3.986555,30.949082,8.079373,-0.269664,-0.840676,7.580753,
-0.010133,-0.001823,0.006109,0.006017,0.023408,0.007337,-0.010133,0.005244,0.008037,0.006017,0.023408,0.007766,-4.312527,30.883874,7.775214,-0.319126,-0.945062,7.626119,
-0.010147,-0.001824,0.006121,0.006012,0.023445,0.007349,-0.010147,0.005210,0.008035,0.006012,0.023445,0.007887,-4.448698,30.999941,7.612564,-0.312795,-0.964768,7.577419,
-0.010160,-0.001825,0.006133,0.006007,0.023481,0.007362,-0.010160,0.005177,0.008029,0.006007,0.023481,0.008002,-4.821338,30.759176,7.341506,-0.372695,-1.093221,7.660134,
-0.010174,-0.001826,0.006145,0.006002,0.023518,0.007375,-0.010174,0.005146,0.008019,0.006002,0.023518,0.008110,-4.719642,31.284132,7.201171,-0.336038,-1.063455,7.499141,
-0.010188,-0.001827,0.006156,0.005997,0.023555,0.007387,-0.010188,0.005118,0.008006,0.005997,0.023555,0.008209,-4.761655,31.353270,6.919197,-0.422566,-1.205325,7.548101,
-0.010201,-0.001828,0.006168,0.005992,0.023591,0.007400,-0.010201,0.005095,0.007991,0.005992,0.023591,0.008287,-4.586352,32.026611,6.619790,-0.408946,-1.208146,7.345094,
-0.010215,-0.001829,0.006180,0.005987,0.023628,0.007412,-0.010215,0.005079,0.007973,0.005987,0.023628,0.008328,-4.420643,32.319753,6.428534,-0.489088,-1.268015,7.275753,
-0.010228,-0.001830,0.006192,0.005982,0.023665,0.007425,-0.010228,0.005070,0.007954,0.005982,0.023665,0.008330,-4.333060,32.762037,5.934724,-0.511117,-1.329745,7.198278,
-0.010242,-0.001831,0.006204,0.005977,0.023701,0.007437,-0.010242,0.005069,0.007933,0.005977,0.023701,0.008303,-3.719392,33.306261,5.738010,-0.479768,-1.321891,7.067547,
-0.010256,-0.001832,0.006215,0.005971,0.023738,0.007449,-0.010256,0.005075,0.007911,0.005971,0.023738,0.008256,-3.535742,33.643905,5.297240,-0.558301,-1.391787,7.078775,
-0.010269,-0.001833,0.006227,0.005966,0.023774,0.007462,-0.010269,0.005089,0.007887,0.005966,0.023774,0.008195,-3.102929,34.078757,5.206252,-0.444924,-1.327835,6.949079,
-0.010283,-0.001834,0.006239,0.005961,0.023811,0.007474,-0.010283,0.005109,0.007862,0.005961,0.023811,0.008126,-3.045055,34.266398,4.712760,-0.469455,-1.438125,7.006378,
-0.010296,-0.001835,0.006251,0.005956,0.023847,0.007486,-0.010296,0.005135,0.007836,0.005956,0.023847,0.008055,-2.689500,34.710880,4.544428,-0.388869,-1.394878,6.931189,
-0.010310,-0.001836,0.006262,0.005950,0.023883,0.007498,-0.010310,0.005166,0.007810,0.005950,0.023883,0.007985,-2.658512,35.011820,4.321360,-0.379275,-1.463748,6.948986,
-0.010323,-0.001837,0.006274,0.005945,0.023920,0.007510,-0.010323,0.005201,0.007784,0.005945,0.023920,0.007917,-2.615143,35.485008,4.092873,-0.323106,-1.494439,6.892259,
-0.010337,-0.001837,0.006286,0.005939,0.023956,0.007522,-0.010337,0.005240,0.007758,0.005939,0.023956,0.007856,-2.539909,35.894615,4.191853,-0.345249,-1.494302,6.876299,
-0.010350,-0.001838,0.006298,0.005934,0.023992,0.007534,-0.010350,0.005281,0.007724,0.005934,0.023992,0.007800,-2.909683,36.131595,3.999975,-0.336417,-1.571460,6.921587,
-0.010364,-0.001839,0.006309,0.005928,0.024028,0.007546,-0.010364,0.005325,0.007673,0.005928,0.024028,0.007752,-2.974437,36.519786,4.328268,-0.286736,-1.495710,6.876556,
-0.010377,-0.001840,0.006321,0.005923,0.024065,0.007558,-0.010377,0.005370,0.007624,0.005923,0.024065,0.007712,-3.559714,36.655853,4.326327,-0.329616,-1.571200,6.959998,
-0.010391,-0.001841,0.006333,0.005917,0.024101,0.007570,-0.010391,0.005416,0.007589,0.005917,0.024101,0.007679,-4.010381,36.686629,4.551834,-0.260753,-1.550080,6.967713,
-0.010404,-0.001842,0.006344,0.005912,0.024137,0.007582,-0.010404,0.005460,0.007567,0.005912,0.024137,0.007653,-4.669494,36.584428,4.524821,-0.273175,-1.639292,7.069002,
-0.010418,-0.001843,0.006356,0.005906,0.024173,0.007594,-0.010418,0.005501,0.007556,0.005906,0.024173,0.007634,-4.820108,36.764644,4.646352,-0.261561,-1.640503,7.052802,
-0.010431,-0.001843,0.006367,0.005900,0.024209,0.007606,-0.010431,0.005540,0.007555,0.005900,0.024209,0.007621,-5.418867,36.544732,4.336553,-0.238955,-1.794892,7.150566,
-0.010445,-0.001844,0.006379,0.005895,0.024245,0.007617,-0.010445,0.005574,0.007560,0.005895,0.024245,0.007614,-5.596131,36.561803,4.209517,-0.315632,-1.883967,7.152429,
-0.010458,-0.001845,0.006391,0.005889,0.024281,0.007629,-0.010458,0.005602,0.007559,0.005889,0.024281,0.007611,-6.608602,35.920425,3.880497,-0.251389,-2.054278,7.301137,
-0.010472,-0.001846,0.006402,0.005883,0.024316,0.007641,-0.010472,0.005624,0.007532,0.005883,0.024316,0.007623,-7.227754,35.355619,3.556507,-0.298060,-2.206378,7.449868,
-0.010485,-0.001847,0.006414,0.005877,0.024352,0.007652,-0.010485,0.005637,0.007475,0.005877,0.024352,0.007666,-8.183605,34.603421,3.394550,-0.206524,-2.303556,7.601142,
-0.010499,-0.001847,0.006425,0.005872,0.024388,0.007664,-0.010510,0.005640,0.007397,0.005872,0.024388,0.007743,-9.004521,33.834263,3.031753,-0.199934,-2.510840,7.831453,
-0.010512,-0.001848,0.006437,0.005866,0.024424,0.007676,-0.010568,0.005632,0.007308,0.005866,0.024424,0.007843,-9.887091,33.049528,2.875450,-0.258312,-2.624873,8.004156,
-0.010526,-0.001849,0.006448,0.005860,0.024459,0.007687,-0.010663,0.005612,0.007214,0.005860,0.024459,0.007958,-10.358137,32.662112,2.690622,-0.180448,-2.753985,8.128754,
-0.010539,-0.001850,0.006460,0.005854,0.024495,0.007698,-0.010786,0.005583,0.007118,0.005854,0.024495,0.008080,-10.789818,32.421965,2.635857,-0.221852,-2.813957,8.197290,
-0.010552,-0.001850,0.006471,0.005848,0.024531,0.007710,-0.010927,0.005546,0.007027,0.005848,0.024531,0.008205,-11.119008,31.997160,2.643973,-0.220733,-2.893763,8.328174,
-0.010566,-0.001851,0.006483,0.005842,0.024566,0.007721,-0.011079,0.005504,0.006941,0.005842,0.024566,0.008326,-11.137527,31.970396,2.739673,-0.209103,-2.898057,8.371619,
-0.010579,-0.001852,0.006494,0.005836,0.024602,0.007733,-0.011236,0.005458,0.006863,0.005836,0.024602,0.008441,-11.112834,31.801834,2.907666,-0.245874,-2.902162,8.481082,
-0.010592,-0.001853,0.006506,0.005830,0.024637,0.007744,-0.011389,0.005410,0.006794,0.005830,0.024637,0.008549,-10.791144,31.528766,2.870769,-0.185886,-2.895719,8.610503,
-0.010606,-0.001853,0.006517,0.005824,0.024673,0.007755,-0.011535,0.005361,0.006735,0.005824,0.024673,0.008647,-10.134310,31.666122,3.157933,-0.219962,-2.763504,8.627150,
-0.010619,-0.001854,0.006529,0.005818,0.024708,0.007766,-0.011667,0.005314,0.006686,0.005818,0.024708,0.008735,-9.169104,31.835606,3.263284,-0.120253,-2.689457,8.693781,
-0.010633,-0.001855,0.006540,0.005812,0.024743,0.007777,-0.011770,0.005271,0.006646,0.005812,0.024743,0.008815,-7.839309,32.369990,3.553788,-0.109181,-2.495613,8.635174,
-0.010646,-0.001855,0.006552,0.005805,0.024779,0.007789,-0.011823,0.005235,0.006615,0.005805,0.024779,0.008885,-6.600749,32.732028,3.732535,-0.146216,-2.413343,8.680803,
-0.010659,-0.001856,0.006563,0.005799,0.024814,0.007800,-0.011826,0.005206,0.006592,0.005799,0.024814,0.008947,-5.334360,33.082612,3.783944,-0.072809,-2.320485,8.648810,
-0.010673,-0.001857,0.006574,0.005793,0.024849,0.007811,-0.011791,0.005184,0.006577,0.005793,0.024849,0.009000,-4.338609,33.231680,3.913343,-0.098616,-2.261606,8.687147,
-0.010686,-0.001857,0.006586,0.005787,0.024884,0.007822,-0.011728,0.005171,0.006568,0.005787,0.024884,0.009047,-3.261971,33.421160,3.962408,0.020762,-2.185093,8.698184,
-0.010699,-0.001858,0.006597,0.005780,0.024919,0.007833,-0.011648,0.005165,0.006576,0.005780,0.024919,0.009088,-2.395702,33.618064,4.296883,0.022368,-2.072686,8.722539,
-0.010712,-0.001859,0.006609,0.005774,0.024955,0.007844,-0.011558,0.005165,0.006619,0.005774,0.024955,0.009125,-1.524397,33.826080,4.513876,0.075415,-1.987732,8.753208,
