Time,deltaX [m],deltaY [m],deltaZ [m],deltaRoll [rad],deltaPitch [rad],deltaYaw [rad]
0.010128021,0,0,0,0,0,0
0.020249128,0,0,0,0,0,0
0.030419111,0,0,0,0,0,0
0.040546178,0,0,0,0,0,0
0.050653219,0,0,0,0,0,0
0.06430602,-2.4443645971331778e-06,0.001778755928951003,0.0020571525640540487,-0.46368497573447015,-0.025170075450901674,0.021236775549101358
0.257276058,-0.00016150718875341432,-2.5732562236710405e-05,0.0003125247904805829,-0.20027909874768846,-0.0036436383998301345,0.0007145535376956623
0.455668211,-2.7383215434003978e-05,-2.9166738951221964e-05,-1.2787798164586688e-06,-0.014411389272365384,8.544040529290062e-05,-2.700160409445273e-05
0.654731035,7.553644347612972e-06,-5.958938962522631e-05,0.0009795553688070277,-0.46363242363590146,-0.007313949721678551,0.0024765488618665463
0.854872226,-9.37008070027448e-05,8.976329013885724e-05,0.0003428347688726585,-0.1538057940655636,-0.00290727926264637,0.0010824698980468736
1.055044174,-0.00022366616039839408,0.00015536965352681194,0.0008249683883358804,-0.41494716269115867,-0.00961877144842711,0.0017605701433626789
1.2572610370000001,-9.027148266661515e-05,0.00011396830291245742,0.0008676781658874092,-0.3816132982447887,-0.010349564662102583,0.0029915527835754586
1.458938121,-8.053070973008002e-05,0.00011680394195723247,0.0007346918254185791,-0.352788826356676,-0.007300261703987709,0.0016822596895635013
1.657335043,-8.893099696517771e-05,-6.736955411649722e-06,0.00048758747998591526,-0.3502455009947505,-0.0044400781613893135,0.00024614058751757165
1.859441042,-5.840711382814625e-05,9.458398389076435e-05,0.0003698655016305035,-0.24418635407145875,-0.002968073395408063,0.00047719682990950965
2.05885601,3.138094142665888e-08,2.494679452013024e-05,0.00016655766873067298,-0.16886575776100057,-0.0017647694311606658,0.00017612568271579754
2.254195213,3.311275176167878e-05,5.259700611600672e-05,0.0006587507856422299,-0.3538145865041939,-0.007381729733626627,0.00041962644960541647
2.455465078,-1.375875258192785e-05,3.0980526744475177e-06,0.0005728449364805664,-0.24222497104062454,-0.006486388224243485,4.378775321111997e-05
2.655900001,2.4638628348658153e-05,-7.0426709207157216e-06,-5.4622343438827446e-05,-0.020067335840403693,0.00012132563970415549,-8.328822975854008e-05
2.8593180179999997,1.954955240011916e-05,0.0002974006116564181,0.0005840103969913467,-0.4234243113755103,-0.0051080242237846124,3.1607692907709316e-05
3.052650213,0.0005489025138937623,0.0013536051095674364,0.00023309130460304458,-0.05539669912667915,0.00026706842720751803,0.0035371404765416553
3.254897117,0.0001434925233183723,0.0003376967124848739,-0.0003713930295974071,-0.0020442525746891525,0.0054677081327678435,0.0010406531760029521
3.457358122,8.746847944876665e-05,0.00017668512240057526,1.8863780323737524e-06,-0.012974009772219483,0.0012191434565674464,0.00046869918632586906
3.656383037,0.0014560919035151968,0.0019754752015443255,-5.06220720147729e-05,-0.43640391316000154,0.01293133034955171,0.007667447212997327
3.86305809,0.001150410168502683,0.0015510311054794416,0.00044808900532593217,-0.33855493544807086,0.005100304741878437,0.0061097428730269975
4.059050083,-2.549522813780725e-05,-7.6217735570715795e-06,5.6045942875107244e-05,-0.037664509558061506,-0.00012333602993154443,4.4677457881006717e-05
4.264227152,1.7529743552307484e-05,-3.1246721774943455e-05,-5.9324403112313796e-05,0.004751525348500179,5.8197985294602314e-05,-7.684714997960781e-05
4.49202013,0,0,0,0,0,0
4.5021622180000005,0,0,0,0,0,0
4.51230812,0,0,0,0,0,0
4.52248621,0,0,0,0,0,0
4.532661199,0,0,0,0,0,0
